,tarih,id,ürün,ürün besin değeri,ürün kategorisi,ürün üretim yeri,market,şehir,Price,yillik tufe,aylık tufe
44757,2021-12-01,44757,Yulaf unu,402,tahıl ve ürünleri,Yurt içi,C,G,13.2635,36.08,13.58
44758,2021-12-01,44758,yumurta,100,süt ürünleri ve kahvaltılık,Yurt içi,C,G,13.2635,36.08,13.58
44759,2021-12-01,44759,beyaz peynir,150,süt ürünleri ve kahvaltılık,Yurt içi,C,G,13.2635,36.08,13.58
44760,2021-12-01,44760,Kaşar peyniri,170,süt ürünleri ve kahvaltılık,Yurt içi,C,G,13.2635,36.08,13.58
44761,2021-12-01,44761,krema,200,süt ürünleri ve kahvaltılık,Yurt içi,C,G,13.2635,36.08,13.58
44762,2021-12-01,44762,yoğurt,90,süt ürünleri ve kahvaltılık,Yurt içi,C,G,13.2635,36.08,13.58
44763,2021-12-01,44763,sucuk,125,süt ürünleri ve kahvaltılık,Yurt içi,C,G,13.2635,36.08,13.58
44764,2021-12-01,44764,salam,125,süt ürünleri ve kahvaltılık,Yurt içi,C,G,13.2635,36.08,13.58
44765,2021-12-01,44765,sosis,120,süt ürünleri ve kahvaltılık,Yurt içi,C,G,13.2635,36.08,13.58
44766,2021-12-01,44766,tam buğday ekmek,250,süt ürünleri ve kahvaltılık,Yurt içi,C,G,13.2635,36.08,13.58
44767,2021-12-01,44767,kaymak,350,süt ürünleri ve kahvaltılık,Yurt içi,C,G,13.2635,36.08,13.58
44768,2021-12-01,44768,bal,400,süt ürünleri ve kahvaltılık,Yurt içi,C,G,13.2635,36.08,13.58
44769,2021-12-01,44769,tereyağ,375,süt ürünleri ve kahvaltılık,Yurt içi,C,G,13.2635,36.08,13.58
44770,2021-12-01,44770,Armut,57,meyve,Yurt içi,C,G,13.2635,36.08,13.58
44771,2021-12-01,44771,Çilek,39,meyve,Yurt içi,C,G,13.2635,36.08,13.58
44772,2021-12-01,44772,Elma,52,meyve,Yurt içi,C,G,13.2635,36.08,13.58
44773,2021-12-01,44773,Erik türleri,60,meyve,Yurt içi,C,G,13.2635,36.08,13.58
44774,2021-12-01,44774,İncir,80,meyve,Yurt içi,C,G,13.2635,36.08,13.58
44775,2021-12-01,44775,Karadut,93,meyve,Yurt içi,C,G,13.2635,36.08,13.58
44776,2021-12-01,44776,Karpuz,24,meyve,Yurt içi,C,G,13.2635,36.08,13.58
44777,2021-12-01,44777,Kavun,28,meyve,Yurt içi,C,G,13.2635,36.08,13.58
44778,2021-12-01,44778,Kayısı,54,meyve,Yurt içi,C,G,13.2635,36.08,13.58
44779,2021-12-01,44779,Kiraz,79,meyve,Yurt içi,C,G,13.2635,36.08,13.58
44780,2021-12-01,44780,Limon,17,meyve,Yurt içi,C,G,13.2635,36.08,13.58
44781,2021-12-01,44781,Mandalina,36,meyve,Yurt içi,C,G,13.2635,36.08,13.58
44782,2021-12-01,44782,Muz,90,meyve,Yurt içi,C,G,13.2635,36.08,13.58
44783,2021-12-01,44783,Nar,77,meyve,Yurt içi,C,G,13.2635,36.08,13.58
44784,2021-12-01,44784,Portakal,41,meyve,Yurt içi,C,G,13.2635,36.08,13.58
44785,2021-12-01,44785,Şeftali,49,meyve,Yurt içi,C,G,13.2635,36.08,13.58
44786,2021-12-01,44786,Üzüm,74,meyve,Yurt içi,C,G,13.2635,36.08,13.58
44787,2021-12-01,44787,Vişne,57,meyve,Yurt içi,C,G,13.2635,36.08,13.58
44788,2021-12-01,44788,fındık,110,kuruyemiş,Yurt içi,C,G,13.2635,36.08,13.58
44789,2021-12-01,44789,fıstık,115,kuruyemiş,Yurt içi,C,G,13.2635,36.08,13.58
44790,2021-12-01,44790,kaju,100,kuruyemiş,Yurt içi,C,G,13.2635,36.08,13.58
44791,2021-12-01,44791,badem,110,kuruyemiş,Yurt içi,C,G,13.2635,36.08,13.58
44792,2021-12-01,44792,ceviz,120,kuruyemiş,Yurt içi,C,G,13.2635,36.08,13.58
44793,2021-12-01,44793,kıyma,120,et,Yurt dışı,C,G,13.2635,36.08,13.58
44794,2021-12-01,44794,tavuk,103,et,Yurt dışı,C,G,13.2635,36.08,13.58
44795,2021-12-01,44795,hindi,160,et,Yurt dışı,C,G,13.2635,36.08,13.58
44796,2021-12-01,44796,Bakla-kuru,354,sebze ve bakliyat,Yurt dışı,C,G,13.2635,36.08,13.58
44797,2021-12-01,44797,Bakla-taze,72,sebze ve bakliyat,Yurt dışı,C,G,13.2635,36.08,13.58
44798,2021-12-01,44798,Bamya,42,sebze ve bakliyat,Yurt dışı,C,G,13.2635,36.08,13.58
44799,2021-12-01,44799,Barbunya-kuru,346,sebze ve bakliyat,Yurt dışı,C,G,13.2635,36.08,13.58
44800,2021-12-01,44800,Bezelye-taze,47,sebze ve bakliyat,Yurt dışı,C,G,13.2635,36.08,13.58
44801,2021-12-01,44801,Biber-yeşil,25,sebze ve bakliyat,Yurt dışı,C,G,13.2635,36.08,13.58
44802,2021-12-01,44802,Brüksel laha.,47,sebze ve bakliyat,Yurt dışı,C,G,13.2635,36.08,13.58
44803,2021-12-01,44803,Domates,25,sebze ve bakliyat,Yurt dışı,C,G,13.2635,36.08,13.58
44804,2021-12-01,44804,Enginar,63,sebze ve bakliyat,Yurt dışı,C,G,13.2635,36.08,13.58
44805,2021-12-01,44805,Fasulye-kuru,333,sebze ve bakliyat,Yurt dışı,C,G,13.2635,36.08,13.58
44806,2021-12-01,44806,Fasulye-taze,35,sebze ve bakliyat,Yurt dışı,C,G,13.2635,36.08,13.58
44807,2021-12-01,44807,Havuç,42,sebze ve bakliyat,Yurt dışı,C,G,13.2635,36.08,13.58
44808,2021-12-01,44808,Salatalık,8,sebze ve bakliyat,Yurt dışı,C,G,13.2635,36.08,13.58
44809,2021-12-01,44809,Ispanak,25,sebze ve bakliyat,Yurt dışı,C,G,13.2635,36.08,13.58
44810,2021-12-01,44810,Kabak,19,sebze ve bakliyat,Yurt dışı,C,G,13.2635,36.08,13.58
44811,2021-12-01,44811,Karnabahar,25,sebze ve bakliyat,Yurt dışı,C,G,13.2635,36.08,13.58
44812,2021-12-01,44812,Kereviz-baş,38,sebze ve bakliyat,Yurt dışı,C,G,13.2635,36.08,13.58
44813,2021-12-01,44813,Kırmızı-pancar,42,sebze ve bakliyat,Yurt dışı,C,G,13.2635,36.08,13.58
44814,2021-12-01,44814,Lahana,24,sebze ve bakliyat,Yurt dışı,C,G,13.2635,36.08,13.58
44815,2021-12-01,44815,Mantar,16,sebze ve bakliyat,Yurt dışı,C,G,13.2635,36.08,13.58
44816,2021-12-01,44816,Marul,15,sebze ve bakliyat,Yurt dışı,C,G,13.2635,36.08,13.58
44817,2021-12-01,44817,Mercimek-kuru,351,sebze ve bakliyat,Yurt dışı,C,G,13.2635,36.08,13.58
44818,2021-12-01,44818,Nohut,376,sebze ve bakliyat,Yurt dışı,C,G,13.2635,36.08,13.58
44819,2021-12-01,44819,Pancar,42,sebze ve bakliyat,Yurt dışı,C,G,13.2635,36.08,13.58
44820,2021-12-01,44820,Patates,83,sebze ve bakliyat,Yurt dışı,C,G,13.2635,36.08,13.58
44821,2021-12-01,44821,Patlıcan,24,sebze ve bakliyat,Yurt dışı,C,G,13.2635,36.08,13.58
44822,2021-12-01,44822,Pazı,27,sebze ve bakliyat,Yurt dışı,C,G,13.2635,36.08,13.58
44823,2021-12-01,44823,Pırasa,52,sebze ve bakliyat,Yurt dışı,C,G,13.2635,36.08,13.58
44824,2021-12-01,44824,Semizotu,32,sebze ve bakliyat,Yurt dışı,C,G,13.2635,36.08,13.58
44825,2021-12-01,44825,Buğday ekmeği,247,tahıl ve ürünleri,Yurt dışı,C,G,13.2635,36.08,13.58
44826,2021-12-01,44826,Bulgur,350,tahıl ve ürünleri,Yurt dışı,C,G,13.2635,36.08,13.58
44827,2021-12-01,44827,Erişte,390,tahıl ve ürünleri,Yurt dışı,C,G,13.2635,36.08,13.58
44828,2021-12-01,44828,Makarna,390,tahıl ve ürünleri,Yurt dışı,C,G,13.2635,36.08,13.58
44829,2021-12-01,44829,Mısır,351,tahıl ve ürünleri,Yurt dışı,C,G,13.2635,36.08,13.58
44830,2021-12-01,44830,Mısır unu,353,tahıl ve ürünleri,Yurt dışı,C,G,13.2635,36.08,13.58
44831,2021-12-01,44831,Nişasta,353,tahıl ve ürünleri,Yurt dışı,C,G,13.2635,36.08,13.58
44832,2021-12-01,44832,Pilav,368,tahıl ve ürünleri,Yurt dışı,C,G,13.2635,36.08,13.58
44833,2021-12-01,44833,Pirinç unu,353,tahıl ve ürünleri,Yurt dışı,C,G,13.2635,36.08,13.58
44834,2021-12-01,44834,Şehriye,390,tahıl ve ürünleri,Yurt dışı,C,G,13.2635,36.08,13.58
44835,2021-12-01,44835,Tarhana,329,tahıl ve ürünleri,Yurt dışı,C,G,13.2635,36.08,13.58
44836,2021-12-01,44836,Yulaf unu,402,tahıl ve ürünleri,Yurt dışı,C,G,13.2635,36.08,13.58
44837,2021-12-01,44837,yumurta,100,süt ürünleri ve kahvaltılık,Yurt dışı,C,G,13.2635,36.08,13.58
44838,2021-12-01,44838,beyaz peynir,150,süt ürünleri ve kahvaltılık,Yurt dışı,C,G,13.2635,36.08,13.58
44839,2021-12-01,44839,Kaşar peyniri,170,süt ürünleri ve kahvaltılık,Yurt dışı,C,G,13.2635,36.08,13.58
44840,2021-12-01,44840,krema,200,süt ürünleri ve kahvaltılık,Yurt dışı,C,G,13.2635,36.08,13.58
44841,2021-12-01,44841,yoğurt,90,süt ürünleri ve kahvaltılık,Yurt dışı,C,G,13.2635,36.08,13.58
44842,2021-12-01,44842,sucuk,125,süt ürünleri ve kahvaltılık,Yurt dışı,C,G,13.2635,36.08,13.58
44843,2021-12-01,44843,salam,125,süt ürünleri ve kahvaltılık,Yurt dışı,C,G,13.2635,36.08,13.58
44844,2021-12-01,44844,sosis,120,süt ürünleri ve kahvaltılık,Yurt dışı,C,G,13.2635,36.08,13.58
44845,2021-12-01,44845,tam buğday ekmek,250,süt ürünleri ve kahvaltılık,Yurt dışı,C,G,13.2635,36.08,13.58
44846,2021-12-01,44846,kaymak,350,süt ürünleri ve kahvaltılık,Yurt dışı,C,G,13.2635,36.08,13.58
44847,2021-12-01,44847,bal,400,süt ürünleri ve kahvaltılık,Yurt dışı,C,G,13.2635,36.08,13.58
44848,2021-12-01,44848,tereyağ,375,süt ürünleri ve kahvaltılık,Yurt dışı,C,G,13.2635,36.08,13.58
44849,2021-12-01,44849,Armut,57,meyve,Yurt dışı,C,G,13.2635,36.08,13.58
44850,2021-12-01,44850,Çilek,39,meyve,Yurt dışı,C,G,13.2635,36.08,13.58
44851,2021-12-01,44851,Elma,52,meyve,Yurt dışı,C,G,13.2635,36.08,13.58
44852,2021-12-01,44852,Erik türleri,60,meyve,Yurt dışı,C,G,13.2635,36.08,13.58
44853,2021-12-01,44853,İncir,80,meyve,Yurt dışı,C,G,13.2635,36.08,13.58
44854,2021-12-01,44854,Karadut,93,meyve,Yurt dışı,C,G,13.2635,36.08,13.58
44855,2021-12-01,44855,Karpuz,24,meyve,Yurt dışı,C,G,13.2635,36.08,13.58
44856,2021-12-01,44856,Kavun,28,meyve,Yurt dışı,C,G,13.2635,36.08,13.58
44857,2021-12-01,44857,Kayısı,54,meyve,Yurt dışı,C,G,13.2635,36.08,13.58
44858,2021-12-01,44858,Kiraz,79,meyve,Yurt dışı,C,G,13.2635,36.08,13.58
44859,2021-12-01,44859,Limon,17,meyve,Yurt dışı,C,G,13.2635,36.08,13.58
44860,2021-12-01,44860,Mandalina,36,meyve,Yurt dışı,C,G,13.2635,36.08,13.58
44861,2021-12-01,44861,Muz,90,meyve,Yurt dışı,C,G,13.2635,36.08,13.58
44862,2021-12-01,44862,Nar,77,meyve,Yurt dışı,C,G,13.2635,36.08,13.58
44863,2021-12-01,44863,Portakal,41,meyve,Yurt dışı,C,G,13.2635,36.08,13.58
44864,2021-12-01,44864,Şeftali,49,meyve,Yurt dışı,C,G,13.2635,36.08,13.58
44865,2021-12-01,44865,Üzüm,74,meyve,Yurt dışı,C,G,13.2635,36.08,13.58
44866,2021-12-01,44866,Vişne,57,meyve,Yurt dışı,C,G,13.2635,36.08,13.58
44867,2021-12-01,44867,fındık,110,kuruyemiş,Yurt dışı,C,G,13.2635,36.08,13.58
44868,2021-12-01,44868,fıstık,115,kuruyemiş,Yurt dışı,C,G,13.2635,36.08,13.58
44869,2021-12-01,44869,kaju,100,kuruyemiş,Yurt dışı,C,G,13.2635,36.08,13.58
44870,2021-12-01,44870,badem,110,kuruyemiş,Yurt dışı,C,G,13.2635,36.08,13.58
44871,2021-12-01,44871,ceviz,120,kuruyemiş,Yurt dışı,C,G,13.2635,36.08,13.58
44872,2021-12-01,44872,kıyma,120,et,Yurt içi,B,G,13.2635,36.08,13.58
44873,2021-12-01,44873,tavuk,103,et,Yurt içi,B,G,13.2635,36.08,13.58
44874,2021-12-01,44874,hindi,160,et,Yurt içi,B,G,13.2635,36.08,13.58
44875,2021-12-01,44875,Bakla-kuru,354,sebze ve bakliyat,Yurt içi,B,G,13.2635,36.08,13.58
44876,2021-12-01,44876,Bakla-taze,72,sebze ve bakliyat,Yurt içi,B,G,13.2635,36.08,13.58
44877,2021-12-01,44877,Bamya,42,sebze ve bakliyat,Yurt içi,B,G,13.2635,36.08,13.58
44878,2021-12-01,44878,Barbunya-kuru,346,sebze ve bakliyat,Yurt içi,B,G,13.2635,36.08,13.58
44879,2021-12-01,44879,Bezelye-taze,47,sebze ve bakliyat,Yurt içi,B,G,13.2635,36.08,13.58
44880,2021-12-01,44880,Biber-yeşil,25,sebze ve bakliyat,Yurt içi,B,G,13.2635,36.08,13.58
44881,2021-12-01,44881,Brüksel laha.,47,sebze ve bakliyat,Yurt içi,B,G,13.2635,36.08,13.58
44882,2021-12-01,44882,Domates,25,sebze ve bakliyat,Yurt içi,B,G,13.2635,36.08,13.58
44883,2021-12-01,44883,Enginar,63,sebze ve bakliyat,Yurt içi,B,G,13.2635,36.08,13.58
44884,2021-12-01,44884,Fasulye-kuru,333,sebze ve bakliyat,Yurt içi,B,G,13.2635,36.08,13.58
44885,2021-12-01,44885,Fasulye-taze,35,sebze ve bakliyat,Yurt içi,B,G,13.2635,36.08,13.58
44886,2021-12-01,44886,Havuç,42,sebze ve bakliyat,Yurt içi,B,G,13.2635,36.08,13.58
44887,2021-12-01,44887,Salatalık,8,sebze ve bakliyat,Yurt içi,B,G,13.2635,36.08,13.58
44888,2021-12-01,44888,Ispanak,25,sebze ve bakliyat,Yurt içi,B,G,13.2635,36.08,13.58
44889,2021-12-01,44889,Kabak,19,sebze ve bakliyat,Yurt içi,B,G,13.2635,36.08,13.58
44890,2021-12-01,44890,Karnabahar,25,sebze ve bakliyat,Yurt içi,B,G,13.2635,36.08,13.58
44891,2021-12-01,44891,Kereviz-baş,38,sebze ve bakliyat,Yurt içi,B,G,13.2635,36.08,13.58
44892,2021-12-01,44892,Kırmızı-pancar,42,sebze ve bakliyat,Yurt içi,B,G,13.2635,36.08,13.58
44893,2021-12-01,44893,Lahana,24,sebze ve bakliyat,Yurt içi,B,G,13.2635,36.08,13.58
44894,2021-12-01,44894,Mantar,16,sebze ve bakliyat,Yurt içi,B,G,13.2635,36.08,13.58
44895,2021-12-01,44895,Marul,15,sebze ve bakliyat,Yurt içi,B,G,13.2635,36.08,13.58
44896,2021-12-01,44896,Mercimek-kuru,351,sebze ve bakliyat,Yurt içi,B,G,13.2635,36.08,13.58
44897,2021-12-01,44897,Nohut,376,sebze ve bakliyat,Yurt içi,B,G,13.2635,36.08,13.58
44898,2021-12-01,44898,Pancar,42,sebze ve bakliyat,Yurt içi,B,G,13.2635,36.08,13.58
44899,2021-12-01,44899,Patates,83,sebze ve bakliyat,Yurt içi,B,G,13.2635,36.08,13.58
44900,2021-12-01,44900,Patlıcan,24,sebze ve bakliyat,Yurt içi,B,G,13.2635,36.08,13.58
44901,2021-12-01,44901,Pazı,27,sebze ve bakliyat,Yurt içi,B,G,13.2635,36.08,13.58
44902,2021-12-01,44902,Pırasa,52,sebze ve bakliyat,Yurt içi,B,G,13.2635,36.08,13.58
44903,2021-12-01,44903,Semizotu,32,sebze ve bakliyat,Yurt içi,B,G,13.2635,36.08,13.58
44904,2021-12-01,44904,Buğday ekmeği,247,tahıl ve ürünleri,Yurt içi,B,G,13.2635,36.08,13.58
44905,2021-12-01,44905,Bulgur,350,tahıl ve ürünleri,Yurt içi,B,G,13.2635,36.08,13.58
44906,2021-12-01,44906,Erişte,390,tahıl ve ürünleri,Yurt içi,B,G,13.2635,36.08,13.58
44907,2021-12-01,44907,Makarna,390,tahıl ve ürünleri,Yurt içi,B,G,13.2635,36.08,13.58
44908,2021-12-01,44908,Mısır,351,tahıl ve ürünleri,Yurt içi,B,G,13.2635,36.08,13.58
44909,2021-12-01,44909,Mısır unu,353,tahıl ve ürünleri,Yurt içi,B,G,13.2635,36.08,13.58
44910,2021-12-01,44910,Nişasta,353,tahıl ve ürünleri,Yurt içi,B,G,13.2635,36.08,13.58
44911,2021-12-01,44911,Pilav,368,tahıl ve ürünleri,Yurt içi,B,G,13.2635,36.08,13.58
44912,2021-12-01,44912,Pirinç unu,353,tahıl ve ürünleri,Yurt içi,B,G,13.2635,36.08,13.58
44913,2021-12-01,44913,Şehriye,390,tahıl ve ürünleri,Yurt içi,B,G,13.2635,36.08,13.58
44914,2021-12-01,44914,Tarhana,329,tahıl ve ürünleri,Yurt içi,B,G,13.2635,36.08,13.58
44915,2021-12-01,44915,Yulaf unu,402,tahıl ve ürünleri,Yurt içi,B,G,13.2635,36.08,13.58
44916,2021-12-01,44916,yumurta,100,süt ürünleri ve kahvaltılık,Yurt içi,B,G,13.2635,36.08,13.58
44917,2021-12-01,44917,beyaz peynir,150,süt ürünleri ve kahvaltılık,Yurt içi,B,G,13.2635,36.08,13.58
44918,2021-12-01,44918,Kaşar peyniri,170,süt ürünleri ve kahvaltılık,Yurt içi,B,G,13.2635,36.08,13.58
44919,2021-12-01,44919,krema,200,süt ürünleri ve kahvaltılık,Yurt içi,B,G,13.2635,36.08,13.58
44920,2021-12-01,44920,yoğurt,90,süt ürünleri ve kahvaltılık,Yurt içi,B,G,13.2635,36.08,13.58
44921,2021-12-01,44921,sucuk,125,süt ürünleri ve kahvaltılık,Yurt içi,B,G,13.2635,36.08,13.58
44922,2021-12-01,44922,salam,125,süt ürünleri ve kahvaltılık,Yurt içi,B,G,13.2635,36.08,13.58
44923,2021-12-01,44923,sosis,120,süt ürünleri ve kahvaltılık,Yurt içi,B,G,13.2635,36.08,13.58
44924,2021-12-01,44924,tam buğday ekmek,250,süt ürünleri ve kahvaltılık,Yurt içi,B,G,13.2635,36.08,13.58
44925,2021-12-01,44925,kaymak,350,süt ürünleri ve kahvaltılık,Yurt içi,B,G,13.2635,36.08,13.58
44926,2021-12-01,44926,bal,400,süt ürünleri ve kahvaltılık,Yurt içi,B,G,13.2635,36.08,13.58
44927,2021-12-01,44927,tereyağ,375,süt ürünleri ve kahvaltılık,Yurt içi,B,G,13.2635,36.08,13.58
44928,2021-12-01,44928,Armut,57,meyve,Yurt içi,B,G,13.2635,36.08,13.58
44929,2021-12-01,44929,Çilek,39,meyve,Yurt içi,B,G,13.2635,36.08,13.58
44930,2021-12-01,44930,Elma,52,meyve,Yurt içi,B,G,13.2635,36.08,13.58
44931,2021-12-01,44931,Erik türleri,60,meyve,Yurt içi,B,G,13.2635,36.08,13.58
44932,2021-12-01,44932,İncir,80,meyve,Yurt içi,B,G,13.2635,36.08,13.58
44933,2021-12-01,44933,Karadut,93,meyve,Yurt içi,B,G,13.2635,36.08,13.58
44934,2021-12-01,44934,Karpuz,24,meyve,Yurt içi,B,G,13.2635,36.08,13.58
44935,2021-12-01,44935,Kavun,28,meyve,Yurt içi,B,G,13.2635,36.08,13.58
44936,2021-12-01,44936,Kayısı,54,meyve,Yurt içi,B,G,13.2635,36.08,13.58
44937,2021-12-01,44937,Kiraz,79,meyve,Yurt içi,B,G,13.2635,36.08,13.58
44938,2021-12-01,44938,Limon,17,meyve,Yurt içi,B,G,13.2635,36.08,13.58
44939,2021-12-01,44939,Mandalina,36,meyve,Yurt içi,B,G,13.2635,36.08,13.58
44940,2021-12-01,44940,Muz,90,meyve,Yurt içi,B,G,13.2635,36.08,13.58
44941,2021-12-01,44941,Nar,77,meyve,Yurt içi,B,G,13.2635,36.08,13.58
44942,2021-12-01,44942,Portakal,41,meyve,Yurt içi,B,G,13.2635,36.08,13.58
44943,2021-12-01,44943,Şeftali,49,meyve,Yurt içi,B,G,13.2635,36.08,13.58
44944,2021-12-01,44944,Üzüm,74,meyve,Yurt içi,B,G,13.2635,36.08,13.58
44945,2021-12-01,44945,Vişne,57,meyve,Yurt içi,B,G,13.2635,36.08,13.58
44946,2021-12-01,44946,fındık,110,kuruyemiş,Yurt içi,B,G,13.2635,36.08,13.58
44947,2021-12-01,44947,fıstık,115,kuruyemiş,Yurt içi,B,G,13.2635,36.08,13.58
44948,2021-12-01,44948,kaju,100,kuruyemiş,Yurt içi,B,G,13.2635,36.08,13.58
44949,2021-12-01,44949,badem,110,kuruyemiş,Yurt içi,B,G,13.2635,36.08,13.58
44950,2021-12-01,44950,ceviz,120,kuruyemiş,Yurt içi,B,G,13.2635,36.08,13.58
44951,2021-12-01,44951,kıyma,120,et,Yurt dışı,B,G,13.2635,36.08,13.58
44952,2021-12-01,44952,tavuk,103,et,Yurt dışı,B,G,13.2635,36.08,13.58
44953,2021-12-01,44953,hindi,160,et,Yurt dışı,B,G,13.2635,36.08,13.58
44954,2021-12-01,44954,Bakla-kuru,354,sebze ve bakliyat,Yurt dışı,B,G,13.2635,36.08,13.58
44955,2021-12-01,44955,Bakla-taze,72,sebze ve bakliyat,Yurt dışı,B,G,13.2635,36.08,13.58
44956,2021-12-01,44956,Bamya,42,sebze ve bakliyat,Yurt dışı,B,G,13.2635,36.08,13.58
44957,2021-12-01,44957,Barbunya-kuru,346,sebze ve bakliyat,Yurt dışı,B,G,13.2635,36.08,13.58
44958,2021-12-01,44958,Bezelye-taze,47,sebze ve bakliyat,Yurt dışı,B,G,13.2635,36.08,13.58
44959,2021-12-01,44959,Biber-yeşil,25,sebze ve bakliyat,Yurt dışı,B,G,13.2635,36.08,13.58
44960,2021-12-01,44960,Brüksel laha.,47,sebze ve bakliyat,Yurt dışı,B,G,13.2635,36.08,13.58
44961,2021-12-01,44961,Domates,25,sebze ve bakliyat,Yurt dışı,B,G,13.2635,36.08,13.58
44962,2021-12-01,44962,Enginar,63,sebze ve bakliyat,Yurt dışı,B,G,13.2635,36.08,13.58
44963,2021-12-01,44963,Fasulye-kuru,333,sebze ve bakliyat,Yurt dışı,B,G,13.2635,36.08,13.58
44964,2021-12-01,44964,Fasulye-taze,35,sebze ve bakliyat,Yurt dışı,B,G,13.2635,36.08,13.58
44965,2021-12-01,44965,Havuç,42,sebze ve bakliyat,Yurt dışı,B,G,13.2635,36.08,13.58
44966,2021-12-01,44966,Salatalık,8,sebze ve bakliyat,Yurt dışı,B,G,13.2635,36.08,13.58
44967,2021-12-01,44967,Ispanak,25,sebze ve bakliyat,Yurt dışı,B,G,13.2635,36.08,13.58
44968,2021-12-01,44968,Kabak,19,sebze ve bakliyat,Yurt dışı,B,G,13.2635,36.08,13.58
44969,2021-12-01,44969,Karnabahar,25,sebze ve bakliyat,Yurt dışı,B,G,13.2635,36.08,13.58
44970,2021-12-01,44970,Kereviz-baş,38,sebze ve bakliyat,Yurt dışı,B,G,13.2635,36.08,13.58
44971,2021-12-01,44971,Kırmızı-pancar,42,sebze ve bakliyat,Yurt dışı,B,G,13.2635,36.08,13.58
44972,2021-12-01,44972,Lahana,24,sebze ve bakliyat,Yurt dışı,B,G,13.2635,36.08,13.58
44973,2021-12-01,44973,Mantar,16,sebze ve bakliyat,Yurt dışı,B,G,13.2635,36.08,13.58
44974,2021-12-01,44974,Marul,15,sebze ve bakliyat,Yurt dışı,B,G,13.2635,36.08,13.58
44975,2021-12-01,44975,Mercimek-kuru,351,sebze ve bakliyat,Yurt dışı,B,G,13.2635,36.08,13.58
44976,2021-12-01,44976,Nohut,376,sebze ve bakliyat,Yurt dışı,B,G,13.2635,36.08,13.58
44977,2021-12-01,44977,Pancar,42,sebze ve bakliyat,Yurt dışı,B,G,13.2635,36.08,13.58
44978,2021-12-01,44978,Patates,83,sebze ve bakliyat,Yurt dışı,B,G,13.2635,36.08,13.58
44979,2021-12-01,44979,Patlıcan,24,sebze ve bakliyat,Yurt dışı,B,G,13.2635,36.08,13.58
44980,2021-12-01,44980,Pazı,27,sebze ve bakliyat,Yurt dışı,B,G,13.2635,36.08,13.58
44981,2021-12-01,44981,Pırasa,52,sebze ve bakliyat,Yurt dışı,B,G,13.2635,36.08,13.58
44982,2021-12-01,44982,Semizotu,32,sebze ve bakliyat,Yurt dışı,B,G,13.2635,36.08,13.58
44983,2021-12-01,44983,Buğday ekmeği,247,tahıl ve ürünleri,Yurt dışı,B,G,13.2635,36.08,13.58
44984,2021-12-01,44984,Bulgur,350,tahıl ve ürünleri,Yurt dışı,B,G,13.2635,36.08,13.58
44985,2021-12-01,44985,Erişte,390,tahıl ve ürünleri,Yurt dışı,B,G,13.2635,36.08,13.58
44986,2021-12-01,44986,Makarna,390,tahıl ve ürünleri,Yurt dışı,B,G,13.2635,36.08,13.58
44987,2021-12-01,44987,Mısır,351,tahıl ve ürünleri,Yurt dışı,B,G,13.2635,36.08,13.58
44988,2021-12-01,44988,Mısır unu,353,tahıl ve ürünleri,Yurt dışı,B,G,13.2635,36.08,13.58
44989,2021-12-01,44989,Nişasta,353,tahıl ve ürünleri,Yurt dışı,B,G,13.2635,36.08,13.58
44990,2021-12-01,44990,Pilav,368,tahıl ve ürünleri,Yurt dışı,B,G,13.2635,36.08,13.58
44991,2021-12-01,44991,Pirinç unu,353,tahıl ve ürünleri,Yurt dışı,B,G,13.2635,36.08,13.58
44992,2021-12-01,44992,Şehriye,390,tahıl ve ürünleri,Yurt dışı,B,G,13.2635,36.08,13.58
44993,2021-12-01,44993,Tarhana,329,tahıl ve ürünleri,Yurt dışı,B,G,13.2635,36.08,13.58
44994,2021-12-01,44994,Yulaf unu,402,tahıl ve ürünleri,Yurt dışı,B,G,13.2635,36.08,13.58
44995,2021-12-01,44995,yumurta,100,süt ürünleri ve kahvaltılık,Yurt dışı,B,G,13.2635,36.08,13.58
44996,2021-12-01,44996,beyaz peynir,150,süt ürünleri ve kahvaltılık,Yurt dışı,B,G,13.2635,36.08,13.58
44997,2021-12-01,44997,Kaşar peyniri,170,süt ürünleri ve kahvaltılık,Yurt dışı,B,G,13.2635,36.08,13.58
44998,2021-12-01,44998,krema,200,süt ürünleri ve kahvaltılık,Yurt dışı,B,G,13.2635,36.08,13.58
44999,2021-12-01,44999,yoğurt,90,süt ürünleri ve kahvaltılık,Yurt dışı,B,G,13.2635,36.08,13.58
45000,2021-12-01,45000,sucuk,125,süt ürünleri ve kahvaltılık,Yurt dışı,B,G,13.2635,36.08,13.58
45001,2021-12-01,45001,salam,125,süt ürünleri ve kahvaltılık,Yurt dışı,B,G,13.2635,36.08,13.58
45002,2021-12-01,45002,sosis,120,süt ürünleri ve kahvaltılık,Yurt dışı,B,G,13.2635,36.08,13.58
45003,2021-12-01,45003,tam buğday ekmek,250,süt ürünleri ve kahvaltılık,Yurt dışı,B,G,13.2635,36.08,13.58
45004,2021-12-01,45004,kaymak,350,süt ürünleri ve kahvaltılık,Yurt dışı,B,G,13.2635,36.08,13.58
45005,2021-12-01,45005,bal,400,süt ürünleri ve kahvaltılık,Yurt dışı,B,G,13.2635,36.08,13.58
